index,question_flag,answer_flag,interjection_flag,speech_flag,petition_flag,quote_flag,motionnospeech_flag,chamber_flag,name,name.id,electorate,party,role,page.no,content,subdebateinfo,debateinfo,path,Speaker,Time,Speaker_1,Time_1
228,0,0,0,1,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9607,"- I fancy that hydraulic jacks are not made here.","Majority ... ... 7","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[10]/speech[7]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
229,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9607,"- They are fair articles for a revenue duty, I think.","Majority ... ... 7","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[10]/speech[7]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
230,0,0,0,1,0,0,0,1,"MCMILLAN, William","L2G","N/A","N/A","N/A",9607,"- But the duty might be less than 20 per cent. I do not wish to blame the right honorable gentleman for the management of business, but certainly he has put us in a very awkward position by the way in which these items have been submitted. I expect that he will feel, by-and-by, that he was to blame, and probably he will, in a fit of repentance, recommit the schedule. One special kind of boiler-tube cleaner is the subject of a patent; I think it is called the  Hotchkiss, and I am interested in it to some extent. I presume, however, that boiler-tubes generally are intended to be exempted.","Majority ... ... 7","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[10]/speech[7]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
231,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9607,"- If the honorable member for Werriwa is prepared to amend the description of belt fasteners by prefixing the word  machine, we shall agree to that exemption. Then, as to plain and headed steel keys--","Majority ... ... 7","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[10]/speech[7]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
232,0,0,1,0,0,0,0,1,"BATCHELOR, Egerton","JOC","N/A","ALP","N/A",9607,"- Those are made here.","Majority ... ... 7","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[10]/speech[7]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
233,0,0,0,1,0,0,0,1,"TURNER, George","KWT","N/A","Protectionist","N/A",9607,"- So far as we are informed they are not made here, and they should, therefore, be admitted free of duty. Moulders chaplets and studs are already on the list of exemptions. We raise no objection to steam-engine indicators, but twist drills and pipe wrenches appear to be already on the free list. As to the rest of the articles mentioned, we think they are fair subjects for the imposition of a revenue duty.","Majority ... ... 7","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[10]/speech[8]/talk.start/para","N/A","N/A","N/A","N/A"
234,0,0,0,1,0,0,0,1,"CONROY, Alfred","K4E","Werriwa","N/A","N/A",9607,"- I accept the amendment suggested by the Treasurer in regard to belt fasteners. Honorable members will readily understand that I do not know much about the articles mentioned in the amendment, but the list was submitted to an importer and to a manufacturer of engines. The manufacturer told me that plain and headed steel keys were not made within the Commonwealth. I believe that one particular class of boiler-tube cleaners is the subject of a patent, and should be admitted free, and that with regard to other kinds they would be obtained here whether there was a duty imposed or not. In the case of boiler-tube cleaners of the class manufactured locally it is distinctly to the advantage of those who use them to have them made here, so that they can be easily repaired, and, therefore, the imposition of a duty will not make any difference to the local manufacturers. I framed the list with a view to including only such articles as could not be manufactured here.Mr. BATCHELOR(South Australia).It is difficult to know what special lines of goods are referred to under some of these headings. Any number of boiler-tube cleaners are made within the Commonwealth, and it would be a mistake to select a particular type of cleaner for exemption. Plain and headed steel keys are also made here, and it would be absurd to allow them to come in free of duty. Some of the smaller kinds of keys may be imported, but the majority of them are made in the engineering shops as they are required. As honorable members doubtless know, they are used chiefly for keying wheels and pulleys on shafts and axles, and they are nearly all made of steel. Tube exp anders are also made here, and I cannot understand why any manufacturer should ask that these and similar articles should be placed on the free list. Every engineer makes his own chasers, and twist drills are also made locally. Governors are made here, but I do not think indicators are, and, perhaps, they might be exempted.The following exemptions were agreed to : -","Majority ... ... 7","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[10]/speech[9]/talk.start/para","N/A","N/A","N/A","N/A"
235,0,0,0,1,0,0,0,1,"CONROY, Alfred","K4E","Werriwa","N/A","N/A",9608,"- Under the circumstances I shall not proceed further with the list of proposed exemptions ; although personally -I should like to see all the articles placed upon the free list.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[1]/talk.start/para","N/A","N/A","N/A","N/A"
236,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","North Sydney","N/A","N/A",9608,"- I move -That the following exemptions be added : - Tinsmiths Machines, Well-boring Machinery and Casings, Tinned Copper (sheet), Spurs and Spur Boxes, Metal Parts for Saddle-trees, Saddlers Tacks and Nails, Saddlers Tools- of Trade, Saddlers Machine Tools, Picks, Galloway and Parallel Boiler-Tubes.I think it was intended that tinned copper sheets should be included amongst the exemptions originally in the Tariff. Copper sheets are included amongst the exemptions, but tinned copper-sheets have been classed as mixed metal, and as dutiable accordingly.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/talk.start/para","N/A","N/A","N/A","N/A"
237,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9608,"- There is no objection to exempting tinned copper-sheets, spurs, and spurs-boxes, and saddlers tacks and nails. Saddlers tools of trade have already been dealt with; also galloway boiler-tubes. We do not understand what parallel boiler-tubes are, and with regard to well-boring machinery and casing, I should like some explanation.Mr. THOMSON(North Sydney).- I should have mentioned before, that I accept the previous division with regard to well boring machinery.  Casings, I think, are free.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
238,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9608,"- They would come under pipes of under 6-inch internal diameter.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
239,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- Yes ; and the nature of the pipes would render them free. I understand that the Government agree to exempting tinned copper sheets, spurs and spur boxes, and metal parts for saddletrees.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
240,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9608,"- We cannot exempt metal parts for saddletrees, because they constitute nearly the whole of the saddletree.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
241,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- I do not know that they are made locally. Then, I understand that the Government are willing to exempt  saddlers tacks and nails, but refuse to place  saddlers machine tools  upon the free list.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
242,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9608,"- We should like some information as to. what  saddlers machine tools  comprise.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
243,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- I have only received this list since the last day of sitting. The articles which it enumerates as  saddlers machine tools  comprise bench drills, winker presses and dies, leather printing presses, hair carding machines, punching machines, riveting machines, loop press boxes and dies, creasing machines, trace trimmers, brass finishers, pinking machines, splitting machines, lap skiver, stitching horse or stool clamps, strap splits and strap holders. Hair carding machines should come in as  machines for treating fibrous materials.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
244,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9608,"- I do not think that the word carding is used in the Tariff.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
245,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- Yes, it is.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
246,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9608,"- Then if the machines are used in connexion with fibrous materials they will be admitted free.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[6]/talk.start/para","N/A","N/A","N/A","N/A"
247,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- They should be, but at the present time the Customs authorities are charging duty upon these machines. They appear to have limited the meaning of  carding machines  to machines used in connexion with wool and vegetable fibres. Then, again, punching and trimming machines, if used for bookbinding purposes, are admitted free, but if intended for use by a saddler they are dutiable. Apparently the use to which a machine is put determines the duty which shall be paid upon it. That is a most improper system to adopt, and will lead to fraud on the part of unscrupulous houses.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
248,0,0,1,0,0,0,0,1,"KENNEDY, Thomas","KED","N/A","N/A","N/A",9608,"- How do they draw a distinction ?","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[7]/talk.start/para","N/A","N/A","N/A","N/A"
249,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- The distinction drawn is that punching and trimming machines have either to be imported by a bookbinder, or a declaration has to be made that they are to be used only for bookbinding purposes.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[6]/talk.start/para","N/A","N/A","N/A","N/A"
250,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9608,"- I do not think that is the practice.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[8]/talk.start/para","N/A","N/A","N/A","N/A"
251,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- I know that it is from my own knowledge in connexion with the importation of wood for staves. That wood was refused admission free of duty, until a declaration was made that it was to be used by a cooper.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[7]/talk.start/para","N/A","N/A","N/A","N/A"
252,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9608,"- An officer merely went down and satisfied himself that that sort of wood was being imported for staves.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[9]/talk.start/para","N/A","N/A","N/A","N/A"
253,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9608,"- Honorable members have before them a list of the machine tools used in connexion with bookbinding. These will be admitted free if they are to be used for bookbinding purposes only, but will. not be so admitted if they are to be used for any other class of work.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[8]/talk.start/para","N/A","N/A","N/A","N/A"
254,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9609,"- The officer says that they will.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[10]/talk.start/para","N/A","N/A","N/A","N/A"
255,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- The Treasurer will find that he is mistaken. In this connexion I might also point out that buckles are admitted free when they are to be used by bootmakers, but are dutiable when they are imported by saddlers.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[9]/talk.start/para","N/A","N/A","N/A","N/A"
256,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9609,"- Is the honorable member referring to decisions on the specification of machine tools which we lately adopted ?","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[11]/talk.start/para","N/A","N/A","N/A","N/A"
257,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- I am referring to articles in the Tariff which are specifically named as being used in certain trades. I know that a duty was charged upon tacks and nails when they were imported by saddlers, but that they were admitted free when imported by bootmakers. That error, however, has now been rectified.  Riveting machines, I notice, are included in the free list published in the Commonwealth Gazette of the 24th January last.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[10]/talk.start/para","N/A","N/A","N/A","N/A"
258,0,0,1,0,0,0,0,1,"MCEACHARN, Malcolm","KQU","N/A","N/A","N/A",9609,"- Riveters are admitted free under  metal working.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[12]/talk.start/para","N/A","N/A","N/A","N/A"
259,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- But I am referring to riveting machines for saddlers. Then winker presses and loop presses are practically identical with bench presses, which are exempt under the heading of bookbinding. Does the Treasurer propose to admit picks free of duty?","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[11]/talk.start/para","N/A","N/A","N/A","N/A"
260,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9609,"- No.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[13]/talk.start/para","N/A","N/A","N/A","N/A"
261,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- Why should they be placed upon the 20 per cent, list, when other tools, such as masons tools, are admitted free 1","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[12]/talk.start/para","N/A","N/A","N/A","N/A"
262,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9609,"- For the simple reason that we can make them, locally.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[14]/talk.start/para","N/A","N/A","N/A","N/A"
263,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- Surely we can make a spade here. In this connexion I would ask the Treasurer if miners picks are manufactured locally.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[13]/talk.start/para","N/A","N/A","N/A","N/A"
264,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9609,"- Does the honorable member mean coal-miners picks ?","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[15]/talk.start/para","N/A","N/A","N/A","N/A"
265,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- Yes.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[14]/talk.start/para","N/A","N/A","N/A","N/A"
266,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9609,"- I do not know.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[16]/talk.start/para","N/A","N/A","N/A","N/A"
267,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- I think it will be found that they are imported.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[15]/talk.start/para","N/A","N/A","N/A","N/A"
268,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9609,"- We took a division upon  picks.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[17]/talk.start/para","N/A","N/A","N/A","N/A"
269,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- No ; the question has not been put. My suggestion embraces all picks. I am informed that coal-miners picks are not manufactured locally, whilst shovels and other articles of that description are.I understand that the only item in this list in regard to which the Minister has not arrived at a decision is  metal parts for saddletrees. I do not think they are made here. If not, they will not yield any revenue, and no doubt the Minister will agree to their being placed on die list of exemptions.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[16]/talk.start/para","N/A","N/A","N/A","N/A"
270,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9609,"- I think that is too much to ask.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[18]/talk.start/para","N/A","N/A","N/A","N/A"
271,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- The next item in the amendment is saddlers machine tools  - a list of which I have supplied to the Minister. Then we come to  picks. The honorable member for Parramatta has given notice of an amendment that miners picks be placed on the exemption list j and, if the Minister would prefer it, I shall be prepared to leave the whole question of the exemption of picks to be considered upon his amendment.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[17]/talk.start/para","N/A","N/A","N/A","N/A"
272,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","Protectionist","N/A",9609,"- For what is the honorable member really asking 1","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[19]/talk.start/para","N/A","N/A","N/A","N/A"
273,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- I am asking that the metal parts for saddletrees, saddlers machine tools, and Galloway and parallel boiler tubes be admitted free. These Galloway tubes are 6 inches in diameter at the one end but expand until at the other end they are perhaps 10 inches in diameter.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[18]/talk.start/para","N/A","N/A","N/A","N/A"
274,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9609,"- We do not object to Galloway tubes being placed on the exemption list.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/interjection[20]/talk.start/para","N/A","N/A","N/A","N/A"
275,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- Parallel tubes used vertically, not horizontally, frequently exceed 6 inches in diameter. All other tubes are free, and I think it is the intention of the Government that boiler tubes should be free. The horizontal tubes are free because they do not run over the 6 inches limit. The parallel tubes which are used vertically are not made here ; but they often exceed 6 inches in diameter and, consequently, are subject to a duty.. I merely propose that they should be placed on the same footing as horizontal tubes.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[2]/continue[19]/talk.start/para","N/A","N/A","N/A","N/A"
276,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","Protectionist","N/A",9609,"- During the adjournment for dinner, I looked at the list which the honorable member for North Sydney was good enough to hand in. We find that the great majority of the fifteen items which he specifies in his amendment are free under the specification tools of trade: saddlers and harness makers tools, including knives, which has been inserted.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[3]/talk.start/para","N/A","N/A","N/A","N/A"
277,0,0,1,0,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9609,"- It all depends on what the division is, as between tools and machine tools.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[3]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
278,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9610,"- Machine tools covers all tools in the ordinary sense of the word. Some of the items mentioned by the honorable member are machine tools, and are not specified in the list of machine tools. As to three of the items- to which he has referred - namely, printing presses, creasing machines and pinking machines, we are content that they should be added.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[3]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
279,0,0,1,0,0,0,0,1,"PAGE, James","KXO","N/A","N/A","N/A",9610,"- What do the Government propose to do in regard to casings. There are well boring casings up to 10 inches in diam g t ©r","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[3]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
280,0,0,0,1,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9610,"- Let the honorable member deal first with those items about which we are agreed.Mr. THOMSON(North Sydney).- Then I will, by leave, amend my amendment to make it read as follows : -That the following exemptions be added: -  Tinned copper-sheets, spurs and spur-boxes, saddlers tacks and nails, saddlers machine tools, viz., creasing machines and pinking machines, Galloway and vertical parallel boiler tubes, leather printing presses and plates.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[3]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
281,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9610,"- We object to metal parts for saddletrees being allowed to come in free.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[3]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
282,0,0,0,1,0,0,0,1,"THOMSON, Dugald","KW6","N/A","N/A","N/A",9610,"- Very well; I shall not press that item, The honorable member for Maranoa has said that some well boring casings exceed 6 inches in diameter. I do not think it is the intention of the Government to make any of these casings dutiable, and I would ask the Minister to deal with the matter.Amendment amended accordingly, and agreed to.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[3]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
283,0,0,0,1,0,0,0,1,"PAGE, James","KXO","Maranoa","N/A","N/A",9610,"- I hope the Government will see their way clear to allow well-boring casings to be placed on the list of exemptions. Ten-inch casing is invariably put down to a. certain depth; then 8-inch casing is put in ; and inside that again, 6-inch casing is placed.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/talk.start/para","N/A","N/A","N/A","N/A"
284,0,0,1,0,0,0,0,1,"FORREST, John","KFJ","N/A","PROT; WAP from 1906; LP from 1910; NAT from 1917","N/A",9610,"- Quick. - Are they wrought iron tubes ?","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/interjection[1]/talk.start/para","N/A","N/A","N/A","N/A"
285,0,0,0,1,0,0,0,1,"PAGE, James","KXO","N/A","N/A","N/A",9610,"- Yes. Stewart and Stewarts, and Russian with the outside thread. They are used for no other purpose than, for well-boring.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/continue[1]/talk.start/para","N/A","N/A","N/A","N/A"
286,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9610,"- Would they not be used in connexion with all diamond drills?","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/interjection[2]/talk.start/para","N/A","N/A","N/A","N/A"
287,0,0,0,1,0,0,0,1,"PAGE, James","KXO","N/A","N/A","N/A",9610,"- No. Once anything goes wrong with the thread, the whole pipe is useless. There are tons of these pipes lying about Western Queensland, utterly useless, because of the fact that their threads have gone. The Government have allowed pipes under 6 inches to come in free, and I think they should treat these pipes similarly.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/continue[2]/talk.start/para","N/A","N/A","N/A","N/A"
288,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9610,"- We have agreed to allow pipes under 6 inches to come in free, because they are not made here.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/interjection[3]/talk.start/para","N/A","N/A","N/A","N/A"
289,0,0,0,1,0,0,0,1,"PAGE, James","KXO","N/A","N/A","N/A",9610,"- Well-boring casings of larger size are not made here; Every inch is imported.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/continue[3]/talk.start/para","N/A","N/A","N/A","N/A"
290,0,0,1,0,0,0,0,1,"KINGSTON, Charles","KEW","N/A","N/A","N/A",9610,"- Wherein do these pipes differ from ordinary pipes ?","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/interjection[4]/talk.start/para","N/A","N/A","N/A","N/A"
291,0,0,0,1,0,0,0,1,"PAGE, James","KXO","N/A","N/A","N/A",9610,"- They are entirely different from any other, and are made for a special purpose.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/continue[4]/talk.start/para","N/A","N/A","N/A","N/A"
292,0,0,1,0,0,0,0,1,"TURNER, George","KWT","N/A","N/A","N/A",9610,"- There are other pipes with outside threads.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/interjection[5]/talk.start/para","N/A","N/A","N/A","N/A"
293,0,0,0,1,0,0,0,1,"PAGE, James","KXO","N/A","N/A","N/A",9610,"- Not the same as these.Mr. THOMSON(North Sydney).- I understood that well-boring casings were free, but I see now that those over 6 inches in diameter would be liable to duty, as coming within the limitation which has been imposed. These are a very special pipe, and I move -That the following exemption be added : - Water-bore casings.","Machine Belt Fasteners, Steam Engine Indicators","TARIFF","/hansard/chamber.xscript/debate[3]/subdebate.1[11]/speech[4]/continue[5]/talk.start/para","N/A","N/A","N/A","N/A"
